10058_test_n,3.5
6786_test_p,3.5
887_test_n,3.49
9003_test_p,3.49
6370_test_n,3.49
11896_test_n,3.48
11941_test_p,3.48
7640_test_p,3.48
6748_test_n,3.48
5982_test_p,3.47
2404_test_n,3.47
12136_test_n,3.47
8698_test_n,3.47
11255_test_p,3.47
9600_test_p,3.46
1753_test_n,3.46
11928_test_n,3.46
6771_test_n,3.46
7494_test_n,3.46
523_test_p,3.44
10233_test_p,3.44
3818_test_p,3.44
7994_test_p,3.43
11503_test_p,3.43
213_test_p,3.43
155_test_n,3.42
5892_test_n,3.42
7009_test_p,3.42
12011_test_n,3.42
5815_test_n,3.42
6959_test_n,3.41
6456_test_n,3.4
6411_test_n,3.4
8659_test_n,3.4
11488_test_n,3.4
2271_test_n,3.4
4635_test_n,3.4
4482_test_n,3.38
2544_test_n,3.38
6979_test_p,3.38
2038_test_p,3.38
2345_test_p,3.38
2609_test_p,3.38
7096_test_p,3.38
2613_test_p,3.38
722_test_p,3.37
2828_test_n,3.37
7425_test_n,3.37
11803_test_n,3.36
9638_test_n,3.36
4067_test_n,3.35
4465_test_p,3.35
11504_test_n,3.35
4971_test_p,3.35
6426_test_p,3.35
7049_test_n,3.34
8400_test_n,3.34
1737_test_p,3.34
53_test_n,3.34
7675_test_n,3.34
2013_test_n,3.34
9302_test_n,3.34
1266_test_p,3.34
7768_test_n,3.32
6796_test_p,3.32
8756_test_p,3.32
2956_test_n,3.32
2386_test_p,3.32
6910_test_n,3.3
738_test_p,3.29
6964_test_n,3.29
10111_test_p,3.28
11117_test_p,3.28
729_test_n,3.28
2044_test_n,3.28
4885_test_p,3.28
156_test_n,3.28
10046_test_n,3.28
6303_test_n,3.28
6569_test_p,3.28
10415_test_n,3.27
2997_test_p,3.27
3326_test_n,3.27
12197_test_p,3.27
10576_test_n,3.26
1581_test_n,3.26
8545_test_p,3.26
9870_test_p,3.26
8360_test_p,3.26
11116_test_p,3.26
5771_test_p,3.25
5842_test_p,3.25
9613_test_n,3.24
2898_test_p,3.24
6373_test_n,3.24
4437_test_n,3.24
7851_test_n,3.24
10038_test_p,3.23
7887_test_n,3.22
4866_test_p,3.22
6343_test_n,3.22
7282_test_p,3.22
4602_test_p,3.21
10784_test_n,3.2
10387_test_p,3.2
11456_test_n,3.2
10205_test_n,3.2
5122_test_p,3.2
2955_test_n,3.2
8701_test_p,3.2
4620_test_n,3.2
10408_test_p,3.2
3144_test_n,3.2
5057_test_p,3.2
2297_test_p,3.2
10582_test_n,3.2
8830_test_n,3.2
9875_test_n,3.19
2952_test_n,3.19
4577_test_p,3.19
11656_test_n,3.18
7771_test_n,3.18
4804_test_p,3.17
4767_test_n,3.17
10907_test_p,3.17
5644_test_p,3.16
4443_test_p,3.16
9281_test_p,3.16
11707_test_p,3.16
8038_test_n,3.16
8665_test_n,3.16
965_test_p,3.16
3927_test_n,3.16
11932_test_n,3.16
12491_test_p,3.16
4466_test_p,3.16
3287_test_p,3.16
751_test_n,3.16
9435_test_n,3.16
10625_test_n,3.15
2008_test_p,3.15
5579_test_p,3.14
9956_test_n,3.14
1585_test_n,3.14
252_test_n,3.14
968_test_p,3.14
1358_test_n,3.13
1569_test_n,3.13
2143_test_n,3.13
1499_test_n,3.13
6806_test_n,3.13
1281_test_n,3.12
12416_test_p,3.12
6090_test_p,3.12
2226_test_p,3.12
3273_test_p,3.12
6974_test_n,3.12
1885_test_p,3.12
7107_test_p,3.12
12484_test_p,3.12
6893_test_n,3.11
140_test_p,3.11
680_test_n,3.11
835_test_p,3.11
11614_test_n,3.1
10810_test_n,3.1
12083_test_p,3.1
2166_test_p,3.1
12071_test_n,3.1
11628_test_p,3.1
9346_test_n,3.1
1460_test_p,3.09
840_test_n,3.09
9738_test_p,3.09
5059_test_p,3.09
6717_test_p,3.08
1636_test_p,3.08
3294_test_n,3.08
5354_test_n,3.08
12359_test_p,3.08
11599_test_p,3.08
3898_test_p,3.08
3793_test_n,3.07
4869_test_p,3.07
1755_test_n,3.07
5644_test_n,3.07
8597_test_n,3.07
1050_test_n,3.06
7552_test_n,3.06
811_test_n,3.06
641_test_p,3.06
4680_test_p,3.06
11256_test_n,3.06
10980_test_n,3.05
10179_test_p,3.05
7373_test_n,3.05
1611_test_n,3.05
2763_test_p,3.05
10270_test_n,3.05
2421_test_n,3.05
898_test_n,3.05
8232_test_n,3.04
11323_test_n,3.04
2472_test_n,3.04
5735_test_p,3.04
11160_test_p,3.04
7889_test_n,3.04
7882_test_n,3.04
3671_test_n,3.04
8760_test_n,3.03
10908_test_n,3.03
10472_test_p,3.03
3643_test_p,3.03
1210_test_n,3.03
4145_test_n,3.02
4233_test_p,3.02
5392_test_n,3.02
9960_test_p,3.02
2539_test_n,3.02
9336_test_n,3.02
6420_test_n,3.02
10737_test_n,3.01
9561_test_n,3.01
4495_test_n,3.01
9881_test_p,3.01
4081_test_n,3.01
4513_test_n,3.0
8771_test_p,3.0
5402_test_n,3.0
1658_test_p,3.0
9857_test_n,3.0
6336_test_n,3.0
7450_test_p,3.0
7857_test_n,3.0
10744_test_p,3.0
9763_test_p,3.0
4213_test_n,2.99
5296_test_p,2.99
5563_test_p,2.99
10672_test_n,2.99
6973_test_n,2.99
2938_test_n,2.98
418_test_p,2.98
11820_test_n,2.98
7295_test_p,2.98
5202_test_n,2.98
10436_test_n,2.98
7995_test_p,2.98
10_test_p,2.98
5624_test_n,2.98
9853_test_n,2.98
3468_test_n,2.98
9635_test_p,2.97
10110_test_p,2.97
4588_test_n,2.97
11377_test_n,2.97
9139_test_n,2.97
3164_test_n,2.96
6491_test_n,2.96
11454_test_p,2.96
6607_test_p,2.96
7719_test_p,2.95
1527_test_n,2.95
2300_test_p,2.95
8026_test_n,2.94
2635_test_p,2.94
9354_test_n,2.94
792_test_p,2.94
4975_test_n,2.94
1742_test_p,2.94
9722_test_p,2.94
9820_test_n,2.93
8993_test_p,2.93
3188_test_n,2.93
10703_test_p,2.93
11364_test_p,2.93
8105_test_n,2.93
656_test_p,2.93
10296_test_p,2.92
3960_test_n,2.92
11889_test_n,2.92
8929_test_n,2.92
8780_test_n,2.92
8594_test_p,2.92
5344_test_p,2.92
8319_test_n,2.92
4467_test_p,2.91
7256_test_p,2.91
3185_test_n,2.91
2769_test_p,2.91
2380_test_p,2.91
8507_test_p,2.9
9243_test_n,2.9
4986_test_n,2.9
837_test_p,2.9
9694_test_n,2.9
9255_test_n,2.9
3579_test_n,2.9
1305_test_p,2.9
4828_test_p,2.89
12064_test_p,2.89
4329_test_n,2.89
2336_test_n,2.88
5111_test_n,2.88
1676_test_n,2.88
10852_test_n,2.88
832_test_p,2.88
9319_test_n,2.88
11131_test_p,2.88
2817_test_n,2.88
162_test_p,2.88
8467_test_p,2.88
9211_test_n,2.87
8208_test_p,2.87
1749_test_p,2.87
6286_test_n,2.86
4892_test_p,2.86
4445_test_p,2.86
5654_test_n,2.86
7789_test_n,2.86
1133_test_n,2.86
8333_test_n,2.86
4494_test_n,2.86
9786_test_p,2.86
6306_test_n,2.86
11933_test_p,2.85
10207_test_n,2.85
2176_test_n,2.85
7979_test_p,2.85
11856_test_p,2.85
8747_test_n,2.84
5441_test_n,2.84
11717_test_n,2.84
8747_test_p,2.84
12130_test_p,2.84
2240_test_p,2.84
6191_test_p,2.84
1065_test_n,2.84
2376_test_p,2.84
6435_test_p,2.84
12409_test_n,2.83
5055_test_n,2.83
4114_test_p,2.83
7257_test_n,2.83
7537_test_p,2.83
12358_test_n,2.82
5275_test_n,2.82
6359_test_n,2.82
9311_test_p,2.82
8510_test_n,2.82
8403_test_n,2.82
2186_test_n,2.82
730_test_n,2.82
11250_test_p,2.82
6333_test_p,2.82
2935_test_n,2.81
5662_test_n,2.81
7283_test_n,2.81
10975_test_n,2.81
11818_test_p,2.81
4153_test_p,2.81
6096_test_p,2.81
2997_test_n,2.81
3362_test_p,2.81
12110_test_n,2.8
1621_test_p,2.8
5581_test_p,2.8
2344_test_p,2.8
8972_test_p,2.8
1450_test_n,2.8
5153_test_p,2.8
1419_test_n,2.8
6011_test_p,2.8
7019_test_n,2.8
4510_test_p,2.8
4201_test_n,2.8
2911_test_n,2.8
2912_test_n,2.8
1566_test_n,2.79
683_test_p,2.79
971_test_n,2.79
4263_test_n,2.79
1862_test_n,2.78
4841_test_n,2.78
10559_test_p,2.78
2093_test_p,2.78
963_test_n,2.78
2367_test_n,2.78
12010_test_n,2.78
6297_test_n,2.78
4856_test_p,2.78
6653_test_p,2.78
3304_test_n,2.78
9585_test_n,2.78
6225_test_p,2.77
9839_test_p,2.77
11418_test_p,2.77
11141_test_p,2.77
2906_test_p,2.76
8367_test_n,2.76
11510_test_n,2.76
8529_test_p,2.76
571_test_n,2.76
2292_test_p,2.76
3444_test_n,2.76
8484_test_p,2.76
630_test_p,2.76
705_test_n,2.76
6971_test_n,2.76
6143_test_n,2.75
11605_test_n,2.75
12286_test_p,2.75
851_test_p,2.74
7251_test_p,2.74
901_test_p,2.74
2138_test_p,2.74
9988_test_n,2.74
12281_test_n,2.74
425_test_p,2.74
10699_test_p,2.74
10161_test_p,2.74
1896_test_n,2.74
8496_test_p,2.74
6032_test_p,2.74
3387_test_n,2.74
7499_test_p,2.74
3636_test_n,2.74
8207_test_p,2.74
7640_test_n,2.74
6365_test_n,2.74
7666_test_n,2.74
2278_test_n,2.73
979_test_n,2.73
148_test_n,2.73
1350_test_n,2.72
9607_test_n,2.72
3550_test_p,2.72
935_test_n,2.72
1872_test_n,2.72
4337_test_p,2.72
1495_test_p,2.72
1311_test_p,2.72
9501_test_n,2.72
8502_test_n,2.72
6235_test_n,2.72
4725_test_n,2.72
416_test_n,2.72
139_test_p,2.72
1614_test_p,2.72
5742_test_n,2.72
7485_test_n,2.71
7906_test_n,2.71
7407_test_n,2.71
5969_test_p,2.71
2098_test_n,2.7
1373_test_n,2.7
10307_test_n,2.7
7273_test_n,2.7
6908_test_n,2.7
4306_test_p,2.7
512_test_p,2.7
7554_test_p,2.7
6711_test_p,2.7
7092_test_n,2.7
6713_test_n,2.7
1616_test_n,2.7
11729_test_p,2.7
7474_test_p,2.7
15_test_p,2.7
11900_test_n,2.7
4221_test_n,2.69
6788_test_n,2.69
2590_test_p,2.69
6_test_n,2.68
10857_test_p,2.68
8604_test_n,2.68
2018_test_p,2.68
5205_test_p,2.68
2795_test_p,2.68
11073_test_p,2.68
8526_test_n,2.68
10235_test_n,2.68
1513_test_p,2.68
11793_test_n,2.68
11286_test_p,2.68
9052_test_n,2.68
1211_test_p,2.68
6566_test_p,2.67
353_test_p,2.67
5332_test_p,2.67
1901_test_p,2.67
5134_test_n,2.67
1160_test_p,2.67
10236_test_p,2.67
9845_test_p,2.67
7522_test_p,2.67
6779_test_p,2.66
10146_test_p,2.66
3297_test_p,2.66
6455_test_n,2.66
10010_test_n,2.66
10148_test_p,2.66
11555_test_p,2.66
304_test_n,2.66
11184_test_p,2.66
1839_test_p,2.66
2951_test_n,2.66
8871_test_p,2.66
4697_test_p,2.66
5038_test_n,2.66
12475_test_n,2.66
12002_test_p,2.66
1364_test_p,2.66
235_test_n,2.66
11262_test_n,2.66
3445_test_n,2.66
4972_test_n,2.66
10083_test_n,2.66
4071_test_n,2.66
1587_test_n,2.66
10542_test_p,2.65
3023_test_p,2.65
12258_test_n,2.65
3511_test_p,2.65
3763_test_p,2.65
1973_test_p,2.65
5292_test_n,2.65
1158_test_p,2.65
6408_test_p,2.64
9643_test_p,2.64
11241_test_n,2.64
12118_test_p,2.64
12385_test_p,2.64
4889_test_n,2.64
9827_test_n,2.64
8660_test_n,2.64
7769_test_n,2.64
7044_test_n,2.64
9712_test_p,2.64
6019_test_p,2.64
10186_test_p,2.64
5228_test_n,2.64
2321_test_n,2.64
11074_test_p,2.64
8047_test_p,2.64
4933_test_p,2.63
12490_test_p,2.63
7249_test_p,2.63
1639_test_p,2.63
8465_test_p,2.62
7647_test_n,2.62
9443_test_p,2.62
10938_test_p,2.62
2046_test_p,2.62
6635_test_p,2.62
2723_test_n,2.62
9532_test_n,2.62
2793_test_p,2.62
10898_test_p,2.62
12226_test_n,2.62
8581_test_p,2.62
12289_test_n,2.62
4589_test_p,2.61
1285_test_n,2.61
2383_test_p,2.61
8030_test_n,2.61
5390_test_n,2.61
4265_test_n,2.6
2077_test_p,2.6
4024_test_n,2.6
480_test_n,2.6
5136_test_p,2.6
9929_test_p,2.6
12157_test_n,2.6
5928_test_p,2.6
5516_test_p,2.6
9171_test_p,2.6
10760_test_p,2.6
6858_test_n,2.6
4445_test_n,2.6
8888_test_n,2.6
1349_test_n,2.6
11119_test_n,2.6
3928_test_p,2.6
9236_test_n,2.59
5242_test_p,2.59
5372_test_p,2.59
5234_test_n,2.59
8947_test_p,2.59
11009_test_p,2.58
3400_test_n,2.58
8878_test_p,2.58
679_test_n,2.58
4952_test_p,2.58
1731_test_p,2.58
6996_test_p,2.58
3751_test_p,2.58
12235_test_p,2.58
11950_test_p,2.58
2926_test_p,2.58
7453_test_p,2.58
2808_test_p,2.58
3557_test_n,2.57
5008_test_n,2.57
11748_test_n,2.57
8921_test_p,2.56
11834_test_n,2.56
10802_test_n,2.56
12020_test_p,2.56
12382_test_p,2.56
1701_test_p,2.56
390_test_p,2.56
3163_test_p,2.56
2933_test_n,2.56
7151_test_p,2.56
3268_test_p,2.56
12216_test_n,2.56
5754_test_n,2.56
7559_test_n,2.56
10403_test_p,2.56
10238_test_n,2.56
12091_test_p,2.55
5699_test_p,2.55
2183_test_n,2.55
10706_test_n,2.55
5169_test_n,2.55
8850_test_p,2.55
11538_test_p,2.55
2390_test_n,2.55
12138_test_n,2.55
1222_test_p,2.55
1533_test_p,2.55
6232_test_n,2.55
8183_test_p,2.55
8314_test_n,2.55
11892_test_n,2.54
1348_test_n,2.54
8485_test_p,2.54
10535_test_p,2.54
9045_test_n,2.54
12392_test_n,2.54
3428_test_n,2.54
4345_test_p,2.54
6952_test_n,2.54
807_test_n,2.54
7802_test_n,2.54
8980_test_p,2.54
3719_test_n,2.54
4055_test_p,2.54
5626_test_n,2.54
4022_test_p,2.54
4434_test_n,2.54
2916_test_p,2.54
4602_test_n,2.54
12495_test_n,2.54
10252_test_p,2.54
7679_test_p,2.54
9531_test_n,2.54
427_test_p,2.54
8020_test_p,2.54
8512_test_p,2.54
9353_test_n,2.54
8706_test_p,2.54
6504_test_n,2.53
4559_test_p,2.53
532_test_n,2.53
5942_test_n,2.53
11445_test_n,2.53
3650_test_p,2.53
7673_test_p,2.53
5238_test_p,2.53
2717_test_n,2.52
3917_test_p,2.52
9671_test_p,2.52
8386_test_p,2.52
12238_test_p,2.52
2559_test_n,2.52
1642_test_n,2.52
560_test_n,2.52
511_test_p,2.52
6179_test_p,2.52
7886_test_n,2.52
10294_test_n,2.52
4398_test_n,2.52
7975_test_p,2.52
5619_test_p,2.52
5318_test_p,2.52
8841_test_p,2.52
502_test_n,2.52
3282_test_n,2.51
9480_test_p,2.51
10185_test_n,2.51
667_test_n,2.51
3506_test_n,2.51
5069_test_n,2.51
3275_test_n,2.51
6238_test_p,2.51
6629_test_p,2.51
7213_test_n,2.5
8645_test_p,2.5
8067_test_p,2.5
3512_test_p,2.5
3555_test_n,2.5
11958_test_p,2.5
7818_test_p,2.5
1996_test_n,2.5
9190_test_p,2.5
10356_test_p,2.5
7862_test_n,2.5
9815_test_p,2.5
9699_test_p,2.5
5743_test_p,2.5
9754_test_n,2.5
5108_test_p,2.49
8707_test_p,2.49
499_test_p,2.49
7157_test_n,2.49
8445_test_p,2.49
2876_test_n,2.49
11200_test_n,2.49
3992_test_p,2.49
5309_test_p,2.49
6211_test_n,2.49
4822_test_p,2.48
4170_test_n,2.48
1153_test_n,2.48
10665_test_p,2.48
12340_test_p,2.48
12174_test_p,2.48
7252_test_p,2.48
2207_test_p,2.48
3529_test_p,2.48
11887_test_n,2.48
218_test_p,2.48
5852_test_p,2.48
6543_test_p,2.48
1884_test_n,2.48
10867_test_p,2.47
5800_test_p,2.47
5810_test_p,2.47
296_test_n,2.47
3642_test_p,2.47
6160_test_p,2.47
10421_test_p,2.46
2880_test_n,2.46
7412_test_p,2.46
737_test_p,2.46
3347_test_p,2.46
4851_test_n,2.46
9796_test_n,2.46
1917_test_n,2.46
4327_test_p,2.46
8250_test_p,2.46
1276_test_p,2.46
3104_test_p,2.46
223_test_p,2.46
2177_test_n,2.46
6688_test_p,2.46
11026_test_p,2.46
11465_test_p,2.46
3133_test_n,2.46
2009_test_p,2.46
7175_test_n,2.46
9878_test_p,2.46
4847_test_p,2.46
4389_test_n,2.46
2876_test_p,2.46
7503_test_n,2.46
3300_test_n,2.46
2494_test_p,2.45
7685_test_n,2.45
8140_test_n,2.45
1508_test_p,2.45
1717_test_p,2.45
946_test_p,2.45
8445_test_n,2.45
5519_test_n,2.45
7740_test_p,2.45
3548_test_p,2.45
6376_test_p,2.44
12455_test_n,2.44
2759_test_n,2.44
10866_test_n,2.44
12237_test_n,2.44
4565_test_n,2.44
7357_test_n,2.44
8372_test_n,2.44
2646_test_n,2.44
4709_test_p,2.44
2404_test_p,2.44
243_test_n,2.44
8312_test_n,2.44
29_test_n,2.44
7184_test_p,2.44
2035_test_p,2.44
4638_test_n,2.44
831_test_p,2.44
9614_test_n,2.44
2102_test_n,2.44
9243_test_p,2.44
1503_test_p,2.44
3647_test_n,2.43
4022_test_n,2.43
651_test_n,2.43
1409_test_n,2.43
5846_test_n,2.43
8039_test_n,2.43
2487_test_p,2.43
4810_test_p,2.43
666_test_n,2.43
11484_test_n,2.43
6695_test_p,2.43
10541_test_n,2.43
10223_test_n,2.43
131_test_n,2.42
3240_test_n,2.42
10462_test_p,2.42
1915_test_p,2.42
9020_test_n,2.42
9775_test_n,2.42
6696_test_p,2.42
6827_test_p,2.42
3958_test_p,2.42
12219_test_p,2.42
480_test_p,2.42
1905_test_p,2.42
4856_test_n,2.42
8704_test_n,2.42
2442_test_n,2.42
5490_test_n,2.42
1268_test_p,2.42
3496_test_p,2.41
2615_test_n,2.41
7861_test_n,2.41
5997_test_p,2.41
12034_test_p,2.41
4184_test_p,2.41
6927_test_n,2.41
6313_test_p,2.41
7691_test_n,2.41
8308_test_p,2.41
3155_test_n,2.41
12121_test_n,2.4
4831_test_p,2.4
209_test_p,2.4
2743_test_p,2.4
8832_test_n,2.4
1030_test_n,2.4
6228_test_p,2.4
5199_test_p,2.4
8839_test_p,2.4
11930_test_n,2.4
9920_test_n,2.4
824_test_n,2.4
1736_test_p,2.4
11185_test_p,2.4
6745_test_n,2.4
5589_test_p,2.4
2657_test_p,2.4
2522_test_n,2.39
1333_test_n,2.39
367_test_p,2.39
12256_test_n,2.39
562_test_n,2.39
615_test_n,2.39
2411_test_p,2.39
2130_test_p,2.38
8896_test_n,2.38
2028_test_p,2.38
10715_test_p,2.38
5863_test_p,2.38
9039_test_n,2.38
8760_test_p,2.38
4147_test_p,2.38
11046_test_n,2.38
7755_test_p,2.38
7800_test_n,2.38
2162_test_p,2.38
10067_test_n,2.38
6822_test_n,2.38
4444_test_n,2.38
4793_test_p,2.38
10425_test_n,2.38
3458_test_p,2.38
10281_test_p,2.38
4171_test_n,2.38
3553_test_n,2.38
5397_test_n,2.37
9412_test_p,2.37
2441_test_n,2.37
11176_test_n,2.37
1053_test_n,2.37
9957_test_p,2.37
7965_test_n,2.37
4673_test_p,2.37
10153_test_p,2.37
7253_test_p,2.37
8528_test_p,2.37
816_test_n,2.37
7017_test_p,2.36
7149_test_p,2.36
626_test_n,2.36
4069_test_n,2.36
5687_test_p,2.36
7642_test_p,2.36
3730_test_p,2.36
1511_test_p,2.36
8233_test_n,2.36
6540_test_n,2.36
4087_test_n,2.36
7772_test_n,2.36
744_test_n,2.36
6761_test_n,2.36
9213_test_n,2.36
6025_test_p,2.36
2226_test_n,2.36
6026_test_n,2.36
8424_test_p,2.36
3931_test_p,2.35
4261_test_p,2.35
6851_test_n,2.35
11688_test_p,2.35
11422_test_n,2.35
7_test_p,2.35
13_test_n,2.35
10670_test_n,2.35
9363_test_p,2.35
4426_test_p,2.35
1264_test_p,2.35
1808_test_p,2.35
2827_test_p,2.35
6751_test_p,2.35
5337_test_n,2.34
10273_test_n,2.34
6284_test_p,2.34
4550_test_p,2.34
6634_test_p,2.34
10021_test_p,2.34
4263_test_p,2.34
11252_test_n,2.34
2472_test_p,2.34
10708_test_n,2.34
5674_test_n,2.34
9445_test_p,2.34
3802_test_p,2.34
8938_test_n,2.34
8349_test_p,2.34
5061_test_n,2.34
11495_test_p,2.34
5749_test_n,2.34
5521_test_p,2.34
4134_test_n,2.34
12140_test_p,2.34
11993_test_p,2.34
613_test_n,2.34
11152_test_p,2.34
9574_test_n,2.33
10659_test_n,2.33
7475_test_n,2.33
4220_test_n,2.33
2699_test_p,2.33
11016_test_p,2.33
984_test_p,2.33
9090_test_n,2.33
3150_test_n,2.33
3197_test_p,2.33
1879_test_p,2.33
6114_test_n,2.33
1800_test_p,2.33
2615_test_p,2.33
232_test_n,2.33
3020_test_n,2.33
7738_test_n,2.33
8422_test_n,2.33
6691_test_n,2.32
7977_test_p,2.32
1570_test_n,2.32
8295_test_n,2.32
6576_test_n,2.32
5101_test_n,2.32
7119_test_n,2.32
1732_test_n,2.32
1217_test_n,2.32
11920_test_n,2.32
2244_test_p,2.32
12375_test_p,2.32
8410_test_p,2.32
7358_test_p,2.32
2915_test_p,2.32
2292_test_n,2.32
2909_test_p,2.32
3540_test_n,2.32
8032_test_n,2.32
5932_test_p,2.31
576_test_n,2.31
11863_test_p,2.31
3134_test_n,2.31
52_test_n,2.31
8392_test_n,2.31
4245_test_n,2.31
3234_test_p,2.31
5429_test_p,2.31
11506_test_n,2.31
7945_test_n,2.31
6365_test_p,2.31
3885_test_n,2.31
5314_test_n,2.31
10284_test_n,2.31
9907_test_p,2.31
12378_test_p,2.31
830_test_p,2.3
4111_test_n,2.3
4050_test_p,2.3
6677_test_p,2.3
10198_test_n,2.3
11963_test_n,2.3
6391_test_p,2.3
11468_test_p,2.3
1038_test_p,2.3
11654_test_n,2.3
10069_test_p,2.3
514_test_p,2.3
5274_test_p,2.29
1774_test_p,2.29
1709_test_n,2.29
3574_test_n,2.29
6782_test_p,2.29
9640_test_n,2.29
9355_test_p,2.29
9363_test_n,2.29
8380_test_n,2.28
9832_test_n,2.28
10366_test_n,2.28
1759_test_n,2.28
403_test_n,2.28
6874_test_n,2.28
4452_test_p,2.28
11416_test_n,2.28
1924_test_n,2.28
1378_test_n,2.28
11045_test_n,2.28
5407_test_p,2.28
6881_test_n,2.28
6366_test_p,2.28
3029_test_p,2.28
1343_test_p,2.28
966_test_p,2.28
847_test_p,2.28
11714_test_p,2.28
10884_test_p,2.28
3415_test_p,2.28
497_test_p,2.28
10953_test_p,2.28
5033_test_n,2.28
12310_test_n,2.28
9947_test_n,2.27
9896_test_n,2.27
3650_test_n,2.27
7730_test_n,2.27
11986_test_p,2.26
2747_test_n,2.26
10477_test_n,2.26
720_test_p,2.26
11407_test_p,2.26
1729_test_n,2.26
3796_test_p,2.26
4260_test_p,2.26
11545_test_n,2.26
9806_test_p,2.26
6139_test_n,2.26
876_test_n,2.26
12353_test_p,2.26
3930_test_p,2.26
10394_test_n,2.26
3689_test_n,2.26
6167_test_p,2.26
4527_test_p,2.26
5734_test_p,2.26
2339_test_p,2.26
2691_test_n,2.26
7658_test_p,2.26
4214_test_p,2.25
9292_test_n,2.25
11222_test_p,2.25
306_test_n,2.25
3905_test_n,2.25
11395_test_n,2.25
7619_test_p,2.25
51_test_n,2.25
12021_test_n,2.25
6532_test_n,2.24
6496_test_n,2.24
7486_test_p,2.24
8470_test_p,2.24
9627_test_n,2.24
834_test_p,2.24
8807_test_p,2.24
5541_test_n,2.24
2878_test_n,2.24
1209_test_p,2.24
5556_test_p,2.24
11507_test_p,2.24
9117_test_p,2.24
2495_test_n,2.24
6427_test_p,2.24
7059_test_n,2.24
11547_test_n,2.24
