name;number of persons;number of locations;number of organisations;number of named entities;number of words;relative number of Persons;relative number of locations;relative number of organisations
12271_1.txt;2;0;0;2;180;0.01;0.0;0.0
3589_4.txt;12;0;0;12;166;0.07;0.0;0.0
9188_1.txt;4;0;0;4;242;0.02;0.0;0.0
1506_1.txt;13;0;9;22;433;0.03;0.0;0.02
443_3.txt;10;5;1;16;233;0.04;0.02;0.0
482_1.txt;14;0;2;16;609;0.02;0.0;0.0
5786_2.txt;16;0;0;16;206;0.08;0.0;0.0
718_2.txt;24;7;2;33;653;0.04;0.01;0.0
1769_4.txt;6;0;1;7;339;0.02;0.0;0.0
3574_1.txt;2;0;0;2;119;0.02;0.0;0.0
825_1.txt;0;0;0;0;33;0.0;0.0;0.0
7895_1.txt;0;0;0;0;134;0.0;0.0;0.0
1687_1.txt;5;0;0;5;145;0.03;0.0;0.0
11429_1.txt;0;0;0;0;131;0.0;0.0;0.0
9319_2.txt;1;0;1;2;202;0.0;0.0;0.0
8912_4.txt;0;0;0;0;153;0.0;0.0;0.0
9494_1.txt;4;0;0;4;135;0.03;0.0;0.0
7211_1.txt;4;0;2;6;367;0.01;0.0;0.01
9184_1.txt;0;0;0;0;147;0.0;0.0;0.0
6212_1.txt;0;0;0;0;177;0.0;0.0;0.0
12314_3.txt;22;0;11;33;534;0.04;0.0;0.02
1062_4.txt;11;0;0;11;146;0.08;0.0;0.0
5805_1.txt;17;0;0;17;167;0.1;0.0;0.0
5762_4.txt;26;0;0;26;454;0.06;0.0;0.0
3542_1.txt;2;0;0;2;242;0.01;0.0;0.0
6410_1.txt;20;3;5;28;745;0.03;0.0;0.01
758_2.txt;1;0;0;1;203;0.0;0.0;0.0
10211_2.txt;2;0;0;2;175;0.01;0.0;0.0
704_1.txt;21;0;3;24;208;0.1;0.0;0.01
8876_4.txt;2;0;0;2;81;0.02;0.0;0.0
2075_1.txt;21;0;0;21;523;0.04;0.0;0.0
1480_1.txt;2;0;0;2;300;0.01;0.0;0.0
8462_3.txt;10;0;0;10;150;0.07;0.0;0.0
11258_3.txt;6;3;1;10;376;0.02;0.01;0.0
2780_4.txt;37;4;0;41;410;0.09;0.01;0.0
5850_4.txt;13;0;2;15;278;0.05;0.0;0.01
9230_1.txt;1;0;0;1;336;0.0;0.0;0.0
8900_4.txt;3;0;0;3;114;0.03;0.0;0.0
5487_4.txt;10;4;5;19;465;0.02;0.01;0.01
10003_1.txt;11;0;1;12;455;0.02;0.0;0.0
7473_4.txt;0;0;1;1;201;0.0;0.0;0.0
4685_4.txt;6;2;0;8;216;0.03;0.01;0.0
11271_3.txt;0;0;0;0;50;0.0;0.0;0.0
164_3.txt;0;0;3;3;125;0.0;0.0;0.02
12300_4.txt;34;5;8;47;743;0.05;0.01;0.01
4909_1.txt;12;0;0;12;124;0.1;0.0;0.0
4364_1.txt;0;2;0;2;125;0.0;0.02;0.0
7219_1.txt;0;1;0;1;140;0.0;0.01;0.0
8953_1.txt;10;0;5;15;690;0.01;0.0;0.01
8781_4.txt;4;0;0;4;494;0.01;0.0;0.0
2778_3.txt;4;0;0;4;320;0.01;0.0;0.0
9772_1.txt;0;0;0;0;143;0.0;0.0;0.0
9366_3.txt;0;0;0;0;195;0.0;0.0;0.0
10487_2.txt;4;0;0;4;166;0.02;0.0;0.0
4554_1.txt;2;3;3;8;186;0.01;0.02;0.02
7319_4.txt;11;0;0;11;427;0.03;0.0;0.0
4835_1.txt;7;3;3;13;118;0.06;0.03;0.03
8141_1.txt;7;0;0;7;162;0.04;0.0;0.0
2994_4.txt;7;1;1;9;913;0.01;0.0;0.0
11353_1.txt;0;4;1;5;186;0.0;0.02;0.01
257_2.txt;7;0;0;7;265;0.03;0.0;0.0
5404_1.txt;4;4;0;8;362;0.01;0.01;0.0
5045_1.txt;2;1;0;3;237;0.01;0.0;0.0
5763_1.txt;0;0;0;0;126;0.0;0.0;0.0
5164_4.txt;8;0;0;8;178;0.04;0.0;0.0
7262_4.txt;16;0;0;16;223;0.07;0.0;0.0
4123_3.txt;0;0;2;2;111;0.0;0.0;0.02
1194_1.txt;0;0;0;0;148;0.0;0.0;0.0
6272_1.txt;9;0;1;10;313;0.03;0.0;0.0
10727_4.txt;0;1;0;1;227;0.0;0.0;0.0
11331_3.txt;7;2;0;9;187;0.04;0.01;0.0
6573_3.txt;1;0;1;2;230;0.0;0.0;0.0
12428_2.txt;4;0;0;4;96;0.04;0.0;0.0
7396_1.txt;4;0;0;4;379;0.01;0.0;0.0
5766_1.txt;0;0;1;1;311;0.0;0.0;0.0
6383_3.txt;0;3;0;3;195;0.0;0.02;0.0
1377_4.txt;9;0;1;10;159;0.06;0.0;0.01
10862_3.txt;6;0;0;6;253;0.02;0.0;0.0
4121_2.txt;0;0;0;0;72;0.0;0.0;0.0
1061_4.txt;10;1;2;13;448;0.02;0.0;0.0
6371_4.txt;20;0;0;20;655;0.03;0.0;0.0
2073_1.txt;2;0;0;2;305;0.01;0.0;0.0
2902_1.txt;0;0;0;0;274;0.0;0.0;0.0
4216_3.txt;6;1;1;8;473;0.01;0.0;0.0
5261_3.txt;0;0;0;0;151;0.0;0.0;0.0
6195_1.txt;0;1;0;1;147;0.0;0.01;0.0
1596_4.txt;6;0;0;6;128;0.05;0.0;0.0
870_4.txt;15;0;0;15;227;0.07;0.0;0.0
840_1.txt;2;0;0;2;95;0.02;0.0;0.0
6261_2.txt;1;0;0;1;193;0.01;0.0;0.0
7551_4.txt;0;2;4;6;171;0.0;0.01;0.02
2720_3.txt;68;1;2;71;1023;0.07;0.0;0.0
4159_1.txt;0;0;3;3;170;0.0;0.0;0.02
6534_4.txt;8;1;0;9;113;0.07;0.01;0.0
7147_1.txt;1;0;0;1;111;0.01;0.0;0.0
1786_4.txt;42;2;0;44;678;0.06;0.0;0.0
3920_3.txt;0;0;0;0;61;0.0;0.0;0.0
5431_3.txt;10;10;0;20;182;0.05;0.05;0.0
11027_4.txt;15;4;0;19;608;0.02;0.01;0.0
9348_1.txt;4;0;0;4;268;0.01;0.0;0.0
12427_1.txt;0;0;0;0;172;0.0;0.0;0.0
10614_1.txt;2;0;0;2;94;0.02;0.0;0.0
1676_4.txt;9;2;0;11;170;0.05;0.01;0.0
8039_1.txt;0;0;0;0;149;0.0;0.0;0.0
9282_1.txt;2;0;0;2;76;0.03;0.0;0.0
10882_2.txt;0;0;0;0;211;0.0;0.0;0.0
5519_4.txt;6;0;0;6;196;0.03;0.0;0.0
3365_1.txt;16;0;0;16;248;0.06;0.0;0.0
2872_1.txt;0;0;0;0;133;0.0;0.0;0.0
11783_1.txt;0;0;0;0;132;0.0;0.0;0.0
5533_1.txt;2;1;2;5;222;0.01;0.0;0.01
11640_4.txt;14;0;5;19;1183;0.01;0.0;0.0
6183_4.txt;20;8;0;28;348;0.06;0.02;0.0
699_4.txt;8;0;0;8;195;0.04;0.0;0.0
3782_4.txt;0;0;1;1;245;0.0;0.0;0.0
12266_4.txt;0;1;0;1;271;0.0;0.0;0.0
10615_2.txt;6;0;0;6;130;0.05;0.0;0.0
7904_3.txt;3;0;0;3;255;0.01;0.0;0.0
8661_1.txt;0;0;0;0;169;0.0;0.0;0.0
896_1.txt;6;0;0;6;171;0.04;0.0;0.0
5553_4.txt;3;0;0;3;87;0.03;0.0;0.0
3868_1.txt;1;1;0;2;100;0.01;0.01;0.0
4072_1.txt;0;0;0;0;131;0.0;0.0;0.0
7021_1.txt;6;2;0;8;453;0.01;0.0;0.0
2552_3.txt;0;2;0;2;184;0.0;0.01;0.0
10631_1.txt;4;1;4;9;379;0.01;0.0;0.01
5457_1.txt;10;0;7;17;430;0.02;0.0;0.02
1719_1.txt;1;1;1;3;324;0.0;0.0;0.0
3816_1.txt;0;0;16;16;162;0.0;0.0;0.1
4466_2.txt;0;0;0;0;48;0.0;0.0;0.0
9465_1.txt;2;0;1;3;195;0.01;0.0;0.01
9850_1.txt;4;0;0;4;146;0.03;0.0;0.0
8444_1.txt;1;2;0;3;657;0.0;0.0;0.0
6993_1.txt;6;1;0;7;169;0.04;0.01;0.0
7512_1.txt;5;2;0;7;246;0.02;0.01;0.0
1580_1.txt;0;1;0;1;113;0.0;0.01;0.0
12058_4.txt;1;0;0;1;43;0.02;0.0;0.0
4883_1.txt;5;0;0;5;209;0.02;0.0;0.0
9265_1.txt;4;2;0;6;138;0.03;0.01;0.0
10105_1.txt;0;0;3;3;485;0.0;0.0;0.01
4067_1.txt;0;0;0;0;191;0.0;0.0;0.0
8805_3.txt;0;0;0;0;63;0.0;0.0;0.0
3454_4.txt;2;0;4;6;391;0.01;0.0;0.01
4427_1.txt;15;0;3;18;736;0.02;0.0;0.0
12133_3.txt;31;2;1;34;1118;0.03;0.0;0.0
3132_4.txt;9;0;3;12;264;0.03;0.0;0.01
3011_2.txt;0;0;0;0;171;0.0;0.0;0.0
8334_1.txt;6;0;0;6;122;0.05;0.0;0.0
12187_3.txt;12;0;0;12;150;0.08;0.0;0.0
5118_1.txt;3;1;0;4;418;0.01;0.0;0.0
3638_1.txt;0;6;0;6;268;0.0;0.02;0.0
3902_4.txt;26;1;0;27;357;0.07;0.0;0.0
7623_4.txt;3;0;0;3;190;0.02;0.0;0.0
5434_1.txt;2;2;0;4;175;0.01;0.01;0.0
5003_4.txt;0;0;0;0;110;0.0;0.0;0.0
1758_1.txt;3;1;1;5;166;0.02;0.01;0.01
11202_3.txt;24;1;2;27;760;0.03;0.0;0.0
5875_1.txt;14;4;0;18;168;0.08;0.02;0.0
4436_1.txt;4;0;0;4;91;0.04;0.0;0.0
8716_1.txt;0;1;0;1;124;0.0;0.01;0.0
1752_1.txt;12;0;2;14;454;0.03;0.0;0.0
3887_1.txt;0;0;0;0;211;0.0;0.0;0.0
7866_2.txt;17;2;0;19;954;0.02;0.0;0.0
5737_4.txt;32;3;0;35;596;0.05;0.01;0.0
3698_3.txt;1;0;0;1;126;0.01;0.0;0.0
2627_1.txt;5;1;0;6;154;0.03;0.01;0.0
2472_1.txt;1;0;3;4;340;0.0;0.0;0.01
6497_1.txt;2;0;0;2;194;0.01;0.0;0.0
1875_2.txt;11;0;1;12;302;0.04;0.0;0.0
10024_3.txt;8;3;0;11;223;0.04;0.01;0.0
475_1.txt;0;2;0;2;182;0.0;0.01;0.0
4942_4.txt;0;0;1;1;260;0.0;0.0;0.0
10881_2.txt;0;0;0;0;189;0.0;0.0;0.0
4243_2.txt;0;0;0;0;227;0.0;0.0;0.0
7974_3.txt;4;0;0;4;166;0.02;0.0;0.0
8761_3.txt;2;0;1;3;562;0.0;0.0;0.0
6724_1.txt;2;0;0;2;201;0.01;0.0;0.0
5499_1.txt;6;1;2;9;259;0.02;0.0;0.01
9910_1.txt;2;0;0;2;137;0.01;0.0;0.0
5211_4.txt;4;0;0;4;519;0.01;0.0;0.0
4733_1.txt;3;1;0;4;339;0.01;0.0;0.0
3200_1.txt;27;7;4;38;694;0.04;0.01;0.01
6399_1.txt;8;0;4;12;195;0.04;0.0;0.02
12324_3.txt;9;1;0;10;135;0.07;0.01;0.0
7977_1.txt;1;1;0;2;96;0.01;0.01;0.0
7820_1.txt;8;0;5;13;852;0.01;0.0;0.01
6931_3.txt;2;0;0;2;424;0.0;0.0;0.0
8271_1.txt;13;12;3;28;727;0.02;0.02;0.0
4769_2.txt;1;1;1;3;141;0.01;0.01;0.01
8221_1.txt;0;0;0;0;222;0.0;0.0;0.0
12056_4.txt;0;2;1;3;133;0.0;0.02;0.01
11427_1.txt;4;0;0;4;203;0.02;0.0;0.0
10695_1.txt;0;0;0;0;151;0.0;0.0;0.0
2201_3.txt;15;0;0;15;162;0.09;0.0;0.0
5064_1.txt;2;0;0;2;205;0.01;0.0;0.0
2633_1.txt;16;0;0;16;350;0.05;0.0;0.0
3523_1.txt;8;0;0;8;170;0.05;0.0;0.0
10814_2.txt;4;1;0;5;145;0.03;0.01;0.0
6043_1.txt;5;0;0;5;239;0.02;0.0;0.0
11080_1.txt;2;0;0;2;155;0.01;0.0;0.0
7612_3.txt;29;13;1;43;946;0.03;0.01;0.0
11155_2.txt;2;0;0;2;260;0.01;0.0;0.0
11692_1.txt;2;0;0;2;47;0.04;0.0;0.0
5772_1.txt;2;0;0;2;399;0.01;0.0;0.0
6646_1.txt;8;0;0;8;153;0.05;0.0;0.0
2810_4.txt;1;0;0;1;115;0.01;0.0;0.0
235_1.txt;0;1;0;1;163;0.0;0.01;0.0
4389_2.txt;2;0;0;2;70;0.03;0.0;0.0
144_2.txt;0;0;0;0;298;0.0;0.0;0.0
12410_1.txt;0;0;0;0;143;0.0;0.0;0.0
1614_4.txt;28;9;2;39;358;0.08;0.03;0.01
10997_1.txt;0;0;0;0;154;0.0;0.0;0.0
4763_2.txt;6;0;0;6;297;0.02;0.0;0.0
2314_3.txt;7;0;2;9;180;0.04;0.0;0.01
4475_1.txt;0;0;0;0;144;0.0;0.0;0.0
11088_4.txt;1;1;0;2;161;0.01;0.01;0.0
10945_1.txt;5;0;0;5;137;0.04;0.0;0.0
10905_3.txt;7;0;0;7;154;0.05;0.0;0.0
6846_1.txt;2;0;0;2;79;0.03;0.0;0.0
11946_4.txt;9;6;0;15;474;0.02;0.01;0.0
6182_1.txt;7;0;0;7;269;0.03;0.0;0.0
7484_1.txt;14;0;0;14;131;0.11;0.0;0.0
6933_1.txt;1;0;0;1;121;0.01;0.0;0.0
10402_1.txt;0;0;0;0;218;0.0;0.0;0.0
2221_1.txt;6;0;0;6;214;0.03;0.0;0.0
9781_1.txt;0;0;0;0;159;0.0;0.0;0.0
6518_4.txt;0;1;0;1;111;0.0;0.01;0.0
6060_3.txt;0;0;0;0;191;0.0;0.0;0.0
5424_1.txt;0;0;0;0;200;0.0;0.0;0.0
9181_2.txt;2;0;0;2;344;0.01;0.0;0.0
12071_1.txt;0;0;0;0;87;0.0;0.0;0.0
9798_4.txt;0;1;4;5;341;0.0;0.0;0.01
2933_3.txt;2;0;0;2;146;0.01;0.0;0.0
161_2.txt;10;4;0;14;171;0.06;0.02;0.0
341_4.txt;17;1;0;18;482;0.04;0.0;0.0
3964_4.txt;1;0;0;1;172;0.01;0.0;0.0
7570_2.txt;33;13;1;47;467;0.07;0.03;0.0
3403_3.txt;12;1;0;13;302;0.04;0.0;0.0
7357_1.txt;2;0;0;2;48;0.04;0.0;0.0
4712_2.txt;2;0;0;2;265;0.01;0.0;0.0
11235_4.txt;9;5;3;17;507;0.02;0.01;0.01
7490_4.txt;6;1;2;9;147;0.04;0.01;0.01
11914_2.txt;11;0;0;11;266;0.04;0.0;0.0
8634_3.txt;2;0;0;2;115;0.02;0.0;0.0
2598_1.txt;1;0;1;2;150;0.01;0.0;0.01
8633_4.txt;10;0;0;10;463;0.02;0.0;0.0
7614_1.txt;0;1;0;1;159;0.0;0.01;0.0
3324_3.txt;2;1;2;5;239;0.01;0.0;0.01
11886_1.txt;5;0;0;5;117;0.04;0.0;0.0
3635_3.txt;0;1;0;1;56;0.0;0.02;0.0
9672_3.txt;0;0;2;2;138;0.0;0.0;0.01
7234_4.txt;9;1;0;10;301;0.03;0.0;0.0
2969_3.txt;5;0;0;5;156;0.03;0.0;0.0
9059_3.txt;0;0;1;1;123;0.0;0.0;0.01
8293_4.txt;29;0;2;31;785;0.04;0.0;0.0
10107_1.txt;0;0;0;0;207;0.0;0.0;0.0
3860_4.txt;2;0;0;2;114;0.02;0.0;0.0
6040_1.txt;0;0;0;0;148;0.0;0.0;0.0
3556_1.txt;5;0;0;5;146;0.03;0.0;0.0
1379_4.txt;18;0;0;18;152;0.12;0.0;0.0
7465_1.txt;2;0;0;2;56;0.04;0.0;0.0
12288_4.txt;0;0;0;0;172;0.0;0.0;0.0
9738_4.txt;21;0;0;21;274;0.08;0.0;0.0
153_1.txt;32;3;7;42;1138;0.03;0.0;0.01
3041_1.txt;7;0;0;7;254;0.03;0.0;0.0
2233_2.txt;0;0;0;0;207;0.0;0.0;0.0
12256_4.txt;0;4;0;4;294;0.0;0.01;0.0
594_4.txt;0;0;0;0;138;0.0;0.0;0.0
2975_4.txt;3;0;3;6;429;0.01;0.0;0.01
1094_4.txt;9;0;0;9;160;0.06;0.0;0.0
3636_1.txt;0;4;0;4;166;0.0;0.02;0.0
5026_3.txt;5;2;6;13;414;0.01;0.0;0.01
5315_4.txt;3;1;1;5;145;0.02;0.01;0.01
3489_2.txt;4;0;0;4;326;0.01;0.0;0.0
10301_4.txt;2;2;0;4;254;0.01;0.01;0.0
5060_4.txt;6;1;0;7;193;0.03;0.01;0.0
3711_4.txt;2;0;0;2;232;0.01;0.0;0.0
8512_3.txt;1;0;0;1;92;0.01;0.0;0.0
7082_1.txt;3;0;0;3;160;0.02;0.0;0.0
4087_2.txt;7;0;4;11;153;0.05;0.0;0.03
6740_2.txt;21;1;0;22;504;0.04;0.0;0.0
4019_3.txt;4;1;2;7;138;0.03;0.01;0.01
4922_4.txt;1;7;3;11;431;0.0;0.02;0.01
1296_3.txt;12;3;0;15;532;0.02;0.01;0.0
4676_3.txt;16;0;0;16;728;0.02;0.0;0.0
6986_1.txt;13;0;4;17;361;0.04;0.0;0.01
4821_4.txt;0;2;0;2;142;0.0;0.01;0.0
4133_1.txt;0;0;0;0;150;0.0;0.0;0.0
706_4.txt;10;0;2;12;190;0.05;0.0;0.01
8911_4.txt;27;0;5;32;680;0.04;0.0;0.01
5317_2.txt;1;1;0;2;276;0.0;0.0;0.0
3597_2.txt;14;2;0;16;412;0.03;0.0;0.0
8448_3.txt;23;1;3;27;1000;0.02;0.0;0.0
10173_1.txt;12;0;2;14;268;0.04;0.0;0.01
8464_1.txt;0;0;2;2;326;0.0;0.0;0.01
12202_3.txt;15;6;0;21;916;0.02;0.01;0.0
10257_1.txt;12;0;2;14;259;0.05;0.0;0.01
10662_1.txt;2;0;0;2;57;0.04;0.0;0.0
8335_1.txt;7;0;0;7;151;0.05;0.0;0.0
11193_2.txt;3;4;1;8;328;0.01;0.01;0.0
9590_1.txt;5;3;0;8;136;0.04;0.02;0.0
1252_4.txt;2;0;0;2;54;0.04;0.0;0.0
9043_3.txt;0;0;1;1;179;0.0;0.0;0.01
1202_2.txt;2;0;0;2;159;0.01;0.0;0.0
4684_1.txt;2;2;2;6;155;0.01;0.01;0.01
12344_3.txt;12;2;0;14;121;0.1;0.02;0.0
4914_1.txt;7;0;0;7;144;0.05;0.0;0.0
11265_1.txt;0;0;0;0;223;0.0;0.0;0.0
12465_2.txt;3;1;0;4;183;0.02;0.01;0.0
4786_1.txt;5;0;0;5;124;0.04;0.0;0.0
1083_1.txt;3;4;0;7;162;0.02;0.02;0.0
11313_3.txt;2;0;0;2;339;0.01;0.0;0.0
11912_2.txt;2;0;0;2;380;0.01;0.0;0.0
6732_4.txt;6;0;2;8;158;0.04;0.0;0.01
12462_2.txt;0;0;0;0;166;0.0;0.0;0.0
1158_4.txt;4;0;0;4;218;0.02;0.0;0.0
1631_1.txt;8;0;0;8;672;0.01;0.0;0.0
9154_1.txt;0;0;0;0;176;0.0;0.0;0.0
11673_3.txt;5;0;0;5;118;0.04;0.0;0.0
9285_3.txt;12;0;0;12;129;0.09;0.0;0.0
7888_1.txt;0;0;0;0;130;0.0;0.0;0.0
7523_1.txt;2;0;0;2;155;0.01;0.0;0.0
9749_4.txt;9;0;0;9;459;0.02;0.0;0.0
254_1.txt;14;1;3;18;369;0.04;0.0;0.01
2053_1.txt;3;0;0;3;91;0.03;0.0;0.0
2199_2.txt;0;0;0;0;148;0.0;0.0;0.0
1463_1.txt;6;1;1;8;197;0.03;0.01;0.01
2122_4.txt;7;0;2;9;121;0.06;0.0;0.02
1851_1.txt;3;0;0;3;195;0.02;0.0;0.0
2380_1.txt;0;0;0;0;64;0.0;0.0;0.0
9084_1.txt;4;0;0;4;143;0.03;0.0;0.0
7065_2.txt;0;0;0;0;244;0.0;0.0;0.0
1520_1.txt;0;0;2;2;77;0.0;0.0;0.03
3116_2.txt;0;0;0;0;95;0.0;0.0;0.0
4060_4.txt;23;1;0;24;364;0.06;0.0;0.0
3954_1.txt;4;0;0;4;158;0.03;0.0;0.0
1464_4.txt;22;3;1;26;355;0.06;0.01;0.0
4115_1.txt;2;1;0;3;166;0.01;0.01;0.0
162_4.txt;0;0;0;0;151;0.0;0.0;0.0
9792_2.txt;3;0;0;3;148;0.02;0.0;0.0
7174_1.txt;0;0;0;0;188;0.0;0.0;0.0
10868_3.txt;0;0;0;0;347;0.0;0.0;0.0
8863_2.txt;9;2;0;11;274;0.03;0.01;0.0
3926_2.txt;4;0;0;4;154;0.03;0.0;0.0
5666_4.txt;24;4;8;36;787;0.03;0.01;0.01
2330_4.txt;8;0;0;8;250;0.03;0.0;0.0
10158_4.txt;0;0;0;0;201;0.0;0.0;0.0
7593_2.txt;3;2;0;5;145;0.02;0.01;0.0
9949_2.txt;8;1;0;9;162;0.05;0.01;0.0
7042_1.txt;4;0;0;4;103;0.04;0.0;0.0
5865_1.txt;0;0;1;1;111;0.0;0.0;0.01
11547_4.txt;2;0;0;2;148;0.01;0.0;0.0
12352_1.txt;6;0;0;6;92;0.07;0.0;0.0
3665_1.txt;4;0;0;4;262;0.02;0.0;0.0
7698_1.txt;2;0;0;2;151;0.01;0.0;0.0
10220_3.txt;7;1;1;9;197;0.04;0.01;0.01
1067_3.txt;6;5;5;16;288;0.02;0.02;0.02
2579_1.txt;0;0;2;2;190;0.0;0.0;0.01
1766_1.txt;6;0;11;17;416;0.01;0.0;0.03
11472_1.txt;0;0;0;0;86;0.0;0.0;0.0
10088_1.txt;1;0;0;1;201;0.0;0.0;0.0
12279_1.txt;2;0;2;4;594;0.0;0.0;0.0
9934_3.txt;0;0;0;0;200;0.0;0.0;0.0
1392_2.txt;8;0;1;9;244;0.03;0.0;0.0
4331_2.txt;3;1;0;4;190;0.02;0.01;0.0
3572_1.txt;22;2;0;24;301;0.07;0.01;0.0
8478_1.txt;3;0;0;3;176;0.02;0.0;0.0
4238_1.txt;4;0;0;4;190;0.02;0.0;0.0
11818_2.txt;0;0;0;0;267;0.0;0.0;0.0
7679_4.txt;3;5;0;8;451;0.01;0.01;0.0
5683_2.txt;1;0;0;1;146;0.01;0.0;0.0
9216_3.txt;28;0;1;29;438;0.06;0.0;0.0
11474_1.txt;0;0;0;0;148;0.0;0.0;0.0
4634_2.txt;2;0;0;2;222;0.01;0.0;0.0
2320_1.txt;9;4;0;13;255;0.04;0.02;0.0
12489_1.txt;0;3;0;3;503;0.0;0.01;0.0
2550_1.txt;0;0;0;0;231;0.0;0.0;0.0
12488_1.txt;0;0;0;0;156;0.0;0.0;0.0
11857_1.txt;0;1;0;1;190;0.0;0.01;0.0
8226_1.txt;1;1;3;5;356;0.0;0.0;0.01
11978_4.txt;35;3;4;42;601;0.06;0.0;0.01
5686_2.txt;0;0;0;0;294;0.0;0.0;0.0
7100_3.txt;2;0;0;2;66;0.03;0.0;0.0
6858_2.txt;17;1;3;21;349;0.05;0.0;0.01
9066_4.txt;3;0;0;3;144;0.02;0.0;0.0
405_3.txt;0;0;0;0;168;0.0;0.0;0.0
4157_3.txt;2;3;0;5;473;0.0;0.01;0.0
7468_4.txt;25;3;3;31;295;0.08;0.01;0.01
7420_2.txt;3;4;0;7;276;0.01;0.01;0.0
5814_3.txt;0;0;0;0;91;0.0;0.0;0.0
11437_1.txt;30;0;0;30;514;0.06;0.0;0.0
1565_1.txt;0;0;0;0;138;0.0;0.0;0.0
3181_4.txt;9;0;1;10;269;0.03;0.0;0.0
727_3.txt;10;0;0;10;290;0.03;0.0;0.0
6616_1.txt;1;0;0;1;404;0.0;0.0;0.0
4812_2.txt;1;2;0;3;160;0.01;0.01;0.0
5949_3.txt;2;2;0;4;93;0.02;0.02;0.0
9952_3.txt;2;0;0;2;343;0.01;0.0;0.0
1770_1.txt;1;0;0;1;158;0.01;0.0;0.0
7817_1.txt;9;0;0;9;138;0.07;0.0;0.0
1760_1.txt;0;1;1;2;145;0.0;0.01;0.01
12477_1.txt;0;0;0;0;233;0.0;0.0;0.0
8877_4.txt;3;0;0;3;135;0.02;0.0;0.0
4527_2.txt;18;10;0;28;638;0.03;0.02;0.0
6624_1.txt;18;1;1;20;305;0.06;0.0;0.0
3956_1.txt;0;0;0;0;132;0.0;0.0;0.0
9939_1.txt;2;0;0;2;259;0.01;0.0;0.0
7688_1.txt;0;0;0;0;156;0.0;0.0;0.0
9999_3.txt;4;1;3;8;184;0.02;0.01;0.02
819_1.txt;4;0;0;4;81;0.05;0.0;0.0
5103_4.txt;3;0;0;3;92;0.03;0.0;0.0
11699_1.txt;5;0;0;5;133;0.04;0.0;0.0
4007_4.txt;4;0;0;4;423;0.01;0.0;0.0
6588_2.txt;0;1;0;1;197;0.0;0.01;0.0
9562_4.txt;0;0;0;0;147;0.0;0.0;0.0
